"Pk";"Tm";"Player";"College";"Yrs";"G";"MP";"PTS";"TRB";"AST";"FG.";"3P.";"FT.";"MP.1";"PTS.1";"TRB.1";"AST.1";"WS";"WS.48";"BPM";"VORP";"year"
30;"BOS";"Ed Kazakavich";"University of Scranton";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
31;"CIN";"Harry Kirchner";"Texas Christian University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
32;"DET";"Tony Windis";"University of Wyoming";"1";9;193;36;47;32;0,267;NA;0,667;21,4;4;5,2;3,6;-0,2;-0,057;NA;NA;1959
33;"PHW";"Bill Telasky";"George Washington University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
34;"MNL";"Bobby Joe Mason";"Bradley University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
35;"SYR";"Roger Taylor";"University of Illinois at Urbana-Champaign";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
36;"NYK";"Herb Busch";"University of Virginia";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
37;"STL";"Nick Mantis";"Northwestern University";"2";52;755;236;91;92;0,367;NA;0,549;14,5;4,5;1,8;1,8;-0,8;-0,049;NA;NA;1959
38;"BOS";"Don Lange";"College of William & Mary";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
39;"CIN";"Don Hennon";"University of Pittsburgh";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
40;"DET";"Lou Jordan";"Cornell University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
41;"PHW";"Joe Spratt";"Saint Joseph's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
42;"MNL";"Jim Henry";"Vanderbilt University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
43;"SYR";"Bob Dalton";"University of California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
44;"NYK";"Bucky McDonald";"George Washington University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
45;"STL";"Mike Moran";"Marquette University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
46;"BOS";"Bob Cumings";"Boston University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
47;"CIN";"Dale Moore";"Eastern Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
48;"DET";"Doug Smart";"University of Washington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
49;"PHW";"Joe Ryan";"Villanova University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
50;"MNL";"Charley Grote";"Georgetown College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
51;"SYR";"Darnell Haney";"Utah State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
52;"NYK";"Russ Robinson";"Missouri State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
53;"STL";"Orby Arnold";"University of Memphis";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
54;"CIN";"Don Matuszak";"Kansas State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
55;"DET";"Chuck Curtis";"Pacific Lutheran University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
56;"PHW";"Dave Gunther";"University of Iowa";"1";1;5;2;3;3;0,5;NA;NA;5;2;3;3;0;0,204;NA;NA;1959
57;"MNL";"Leon Hill";"Texas Tech University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
58;"NYK";"Walt Torrence";"University of California, Los Angeles";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
59;"STL";"Willie Merriwether";"Purdue University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
60;"CIN";"Joe Billy McDade";"Bradley University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
61;"DET";"Doyle Edmiston";"Hardin-Simmons University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
62;"PHW";"Carl Belz";"Princeton University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
63;"MNL";"Jim Mudd";"University of North Texas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
64;"NYK";"Jerry Shipp";"Southeastern Oklahoma State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
65;"STL";"Lou Pucillo";"North Carolina State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
66;"CIN";"Joe Viviano";"Xavier University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
67;"DET";"Bruno Boin";"University of Washington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
68;"PHW";"Tony Sellari";"Lenoir-Rhyne College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
69;"MNL";"Roger Johnson";"University of Minnesota";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
70;"NYK";"Paul Wilcox";"Davis & Elkins College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
71;"STL";"Ron Loneski";"University of Kansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
72;"CIN";"Charley Brown";"Seattle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
73;"DET";"M.C. Burton";"University of Michigan";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
74;"PHW";"Phil Warren";"Northwestern University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
75;"MNL";"Jack Evans";"Lake Superior State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
76;"NYK";"Paul Benes";"Hope College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
77;"STL";"John Barnhill";"Tennessee State University";"7";426;10054;3648;1193;1205;0,416;NA;0,651;23,6;8,6;2,8;2,8;10,4;0,05;NA;NA;1959
78;"CIN";"Roger Wendel";"University of Tulsa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
79;"MNL";"Vern Baggenstoss";"St. Cloud State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
80;"NYK";"Ed Blair";"Western Michigan University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
81;"MNL";"Dwayne Smith";"Gustavus Adolphus";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
82;"NYK";"John Nicoll";"Brigham Young University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
83;"NYK";"Jack Israel";"Missouri State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959
1;"CIN";"Oscar Robertson";"University of Cincinnati";"14";1040;43886;26710;7804;9887;0,485;NA;0,838;42,2;25,7;7,5;9,5;189,2;0,207;0;1,3;1960
2;"LAL";"Jerry West";"West Virginia University";"14";932;36571;25192;5366;6238;0,474;NA;0,814;39,2;27;5,8;6,7;162,6;0,213;5;1,7;1960
3;"NYK";"Darrall Imhoff";"University of California";"12";801;17874;5759;6099;1405;0,458;NA;0,594;22,3;7,2;7,6;1,8;30,1;0,081;NA;NA;1960
4;"DET";"Jackie Moreland";"Louisiana Tech University";"5";348;6250;2684;1779;432;0,413;NA;0,709;18;7,7;5,1;1,2;8;0,061;NA;NA;1960
5;"SYR";"Lee Shaffer";"University of North Carolina";"3";196;5488;3291;1240;232;0,42;NA;0,776;28;16,8;6,3;1,2;8,2;0,072;NA;NA;1960
6;"STL";"Lenny Wilkens";"Providence College";"15";1077;38064;17772;5030;7211;0,432;NA;0,774;35,3;16,5;4,7;6,7;95,5;0,12;2;3,7;1960
7;"PHW";"Al Bunge";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
8;"BOS";"Tom Sanders";"New York University";"13";916;22164;8766;5798;1026;0,428;NA;0,767;24,2;9,6;6,3;1,1;56,5;0,122;NA;NA;1960
9;"CIN";"Jay Arnette";"University of Texas at Austin";"3";114;1177;424;116;139;0,365;NA;0,76;10,3;3,7;1;1,2;0,1;0,006;NA;NA;1960
10;"NYK";"Dave Budd";"Wake Forest University";"5";353;6389;2505;1623;337;0,46;NA;0,682;18,1;7,1;4,6;1;11,7;0,088;NA;NA;1960
11;"NYK";"Kelly Coleman";"Kentucky Wesleyan College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
12;"DET";"Ron Johnson";"University of Minnesota";"1";14;103;37;29;2;0,302;NA;0,647;7,4;2,6;2,1;0,1;-0,1;-0,054;NA;NA;1960
13;"SYR";"Wilbur Trosch";"Saint Francis University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
14;"STL";"Frank Radovich";"Indiana University";"1";37;175;87;51;4;0,398;NA;0,5;4,7;2,4;1,4;0,1;0;0,006;NA;NA;1960
15;"PHW";"Pickles Kennedy";"Temple University";"1";7;52;12;8;9;0,19;NA;0,667;7,4;1,7;1,1;1,3;-0,1;-0,134;NA;NA;1960
16;"BOS";"Leroy Wright";"University of the Pacific";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
17;"CIN";"Ralph Davis";"University of Cincinnati";"2";150;3202;1195;248;424;0,409;NA;0,677;21,3;8;1,7;2,8;0,4;0,006;NA;NA;1960
18;"LAL";"Jim Hagan";"Tennessee Technological University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
19;"NYK";"Bob McNeill";"Saint Joseph's University";"2";125;1828;575;179;327;0,394;NA;0,819;14,6;4,6;1,4;2,6;1,9;0,05;NA;NA;1960
20;"DET";"Frank Case";"University of Dayton";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
21;"SYR";"Joe Roberts";"Ohio State University";"3";181;2908;1118;936;109;0,383;NA;0,648;16,1;6,2;5,2;0,6;2,2;0,036;NA;NA;1960
22;"STL";"Fred LaCour";"University of San Francisco";"3";144;2400;940;474;269;0,421;NA;0,774;16,7;6,5;3,3;1,9;3,4;0,068;NA;NA;1960
23;"PHW";"Bob Mealy";"Manhattan College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
24;"BOS";"Mike Graney";"University of Notre Dame";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
25;"CIN";"Dalen Showalter";"University of Tennessee";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
26;"LAL";"Wally Frank";"Kansas State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
27;"LAL";"Ben Warley";"Tennessee State University";"5";288;4656;1767;1524;204;0,413;NA;0,724;16,2;6,1;5,3;0,7;8;0,083;NA;NA;1960
28;"DET";"Ken Remley";"West Virginia Wesleyan College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
29;"SYR";"Carl Cole";"Eastern Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
30;"STL";"Horace Walker";"Michigan State University";"1";65;1331;438;466;69;0,339;NA;0,725;20,5;6,7;7,2;1,1;0,3;0,01;NA;NA;1960
31;"PHW";"Charley Sharp";"Texas State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
32;"BOS";"Sid Cohen";"University of Kentucky";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
33;"CIN";"Don Ogorek";"Seattle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
34;"LAL";"George Farley";"Cornell University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
35;"NYK";"Charles McNeil";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
36;"DET";"Willie Jones";"Northwestern University";"5";272;4568;2016;767;545;0,393;NA;0,682;16,8;7,4;2,8;2;0,8;0,009;NA;NA;1960
37;"SYR";"Jim Mudd";"University of North Texas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
38;"STL";"Jimmy Darrow";"Bowling Green State University";"1";5;34;12;7;6;0,2;NA;0,857;6,8;2,4;1,4;1,2;-0,1;-0,112;NA;NA;1960
39;"PHW";"Al Attles";"North Carolina Agricultural and Technical State University";"11";711;17826;6328;2463;2483;0,451;NA;0,632;25,1;8,9;3,5;3,5;36,5;0,098;NA;NA;1960
40;"BOS";"Wayne Lawrence";"Texas A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
41;"CIN";"Bobby Joe Mason";"Bradley University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
42;"LAL";"Bobby Goodall";"University of Tulsa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
43;"NYK";"David Denton";"Georgia Institute of Technology";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
44;"DET";"Bill Lowry";"Christian Brothers University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
45;"SYR";"Herschell Turner";"University of Nebraska";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
46;"STL";"York Larese";"University of North Carolina";"1";59;703;302;77;94;0,373;NA;0,806;11,9;5,1;1,3;1,6;0,3;0,02;NA;NA;1960
47;"PHW";"Jim Brangan";"Princeton University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
48;"BOS";"Roger Newman";"University of Kentucky";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
49;"CIN";"Fred Sobrero";"Santa Clara University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
50;"LAL";"Howard Jolliff";"Ohio University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
51;"NYK";"Dick Doughty";"University of California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
52;"DET";"Doug Moe";"University of North Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
53;"SYR";"Bernie Kauffman";"University of Kentucky";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
54;"STL";"Bob Sims";"Pepperdine University";"1";65;1345;509;183;154;0,393;NA;0,569;20,7;7,8;2,8;2,4;0,4;0,015;NA;NA;1960
55;"PHW";"Bob Clarke";"Saint Joseph's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
56;"CIN";"Sam Stith";"St. Bonaventure University";"1";32;440;141;51;60;0,364;NA;0,605;13,8;4,4;1,6;1,9;-0,1;-0,006;NA;NA;1960
57;"LAL";"John Werhas";"University of Southern California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
58;"NYK";"George Price";"University of Memphis";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
59;"DET";"Mike Yugovich";"Youngstown State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
60;"SYR";"Don Lynch";"LeMoyne College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
61;"STL";"Don Curry";"University of Southern Mississippi";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
62;"PHW";"George Raveling";"Villanova University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
63;"CIN";"Al Nealey";"Arizona State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
64;"LAL";"Claude Lefevre";"Gonzaga University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
65;"NYK";"Tony Davis";"University of Hawaii";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
66;"DET";"Martin Holland";"Kentucky Wesleyan College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
67;"SYR";"Bernie Findlay";"San Diego State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
68;"STL";"Bob Castanada";"Rockhurst University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
69;"PHW";"Joe Gallo";"Saint Joseph's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
70;"CIN";"Lon Sizemore";"West Virginia University Institute of Technology";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
71;"LAL";"Dick Harvey";"Creighton University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
72;"NYK";"Walter Mangham";"Marquette University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
73;"DET";"Joe Kennelly";"University of Dayton";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
74;"STL";"Americas John-Lewis";"University of Iowa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
75;"CIN";"Dennis Moore";"Regis University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
76;"LAL";"Sterling Forbes";"Pepperdine University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
77;"NYK";"Howard Willis";"Grambling State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
78;"DET";"Mel Peterson";"Wheaton College";"1";2;3;2;1;0;1;NA;NA;1,5;1;0,5;0;0;0,514;NA;NA;1960
79;"STL";"Dick Davies";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
80;"CIN";"Ron Altenberg";"Cornell College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
81;"LAL";"Will Jones";"American University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
82;"NYK";"Henry Hart";"Auburn University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
83;"DET";"Don Dobbert";"Wheaton College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
84;"STL";"Bob Wilkinson";"Indiana University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
85;"CIN";"John Milhoan";"Marshall University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
86;"NYK";"Dick Furry";"Ohio State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
87;"DET";"Lee Hopfenspirger";"Hamline University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
88;"CIN";"Larry Chaney";"Montana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
89;"NYK";"Jim Hanna";"University of Southern California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
90;"CIN";"Ducky Potter";"Moravian College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
91;"NYK";"Jerry Bechtal";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
92;"CIN";"Gene Jordan";"Northwest Missouri State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
93;"NYK";"Jerry Schofield";"Utah State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
94;"CIN";"Ernie McCray";"University of Arizona";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
95;"NYK";"Tandy Gillis";"University of California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
96;"CIN";"Don Mills";"University of Kentucky";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
97;"NYK";"George Krajick";"Clemson University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
98;"CIN";"Larry Willey";"University of Cincinnati";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
99;"CIN";"Tony Wilcox";"Wittenberg University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
100;"CIN";"Jim McDonald";"West Virginia Wesleyan College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1960
1;"CHP";"Walt Bellamy";"Indiana University";"14";1043;38940;20941;14241;2544;0,516;NA;0,632;37,3;20,1;13,7;2,4;130;0,16;0,2;1,4;1961
2;"NYK";"Tom Stith";"St. Bonaventure University";"1";25;209;77;39;18;0,336;NA;0,3;8,4;3,1;1,6;0,7;-0,6;-0,143;NA;NA;1961
3;"CIN";"Larry Siegfried";"Ohio State University";"9";550;13632;5960;1567;1950;0,409;NA;0,854;24,8;10,8;2,8;3,5;33,1;0,116;NA;NA;1961
4;"DET";"Ray Scott";"University of Portland";"9";684;21339;10184;7154;1618;0,405;NA;0,72;31,2;14,9;10,5;2,4;30,8;0,069;NA;NA;1961
5;"LAL";"Wayne Yates";"University of Memphis";"1";37;263;72;94;16;0,295;NA;0,455;7,1;1,9;2,5;0,4;-0,5;-0,085;NA;NA;1961
